Reporting Area,MMWR Year,MMWR Week,"Invasive pneumococcal disease, age < 5§, Confirmed, Current week","Invasive pneumococcal disease, age < 5§, Confirmed, Current week, flag ","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†, flag","Invasive pneumococcal disease, age < 5§, Probable, Current week","Invasive pneumococcal disease, age < 5§, Probable, Current week, flag","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2018†","Invasive pneumococcal disease, age < 5§, Probable, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
MINNESOTA,2019,47,,-,3,,7,,22,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194723
MISSOURI,2019,47,,-,2,,17,,26,,,-,1,,,-,5,,"MISSOURI
(38.3675, -92.477244)",,20194724
NEBRASKA,2019,47,,-,2,,11,,9,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20194725
NORTH DAKOTA,2019,47,,-,2,,8,,4,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194726
SOUTH DAKOTA,2019,47,,-,1,,5,,5,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194727
SOUTH ATLANTIC,2019,47,7,,9,,192,,161,,,-,1,,3,,6,,,SOUTH ATLANTIC,20194728
DELAWARE,2019,47,,-,3,,4,,4,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194729
DISTRICT OF COLUMBIA,2019,47,,-,1,,1,,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194730
FLORIDA,2019,47,4,,6,,77,,47,,,-,1,,3,,4,,"FLORIDA
(28.260731, -82.420978)",,20194731
GEORGIA,2019,47,1,,5,,49,,54,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194732
MARYLAND,2019,47,,-,3,,19,,16,,,-,0,,,-,1,,"MARYLAND
(38.946466, -76.687282)",,20194733
NORTH CAROLINA,2019,47,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20194734
SOUTH CAROLINA,2019,47,,-,2,,13,,13,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194735
VIRGINIA,2019,47,2,,2,,19,,18,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20194736
WEST VIRGINIA,2019,47,,-,2,,10,,8,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194737
EAST SOUTH CENTRAL,2019,47,,-,8,,62,,76,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20194738
ALABAMA,2019,47,,-,3,,17,,25,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194739
KENTUCKY,2019,47,,-,2,,9,,10,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20194740
MISSISSIPPI,2019,47,,-,3,,18,,12,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194741
TENNESSEE,2019,47,,-,3,,18,,29,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194742
WEST SOUTH CENTRAL,2019,47,3,,11,,141,,145,,,-,2,,5,,6,,,WEST SOUTH CENTRAL,20194743
ARKANSAS,2019,47,2,,4,,29,,17,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194744
LOUISIANA,2019,47,,-,2,,16,,29,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20194745
OKLAHOMA,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194746
TEXAS,2019,47,1,,9,,96,,99,,,-,2,,5,,4,,"TEXAS
(31.447238, -99.317341)",,20194747
MOUNTAIN,2019,47,,-,5,,88,,108,,,-,1,,1,,1,,,MOUNTAIN,20194748
ARIZONA,2019,47,,-,3,,30,,33,,,-,0,,,-,1,,"ARIZONA
(34.293239, -111.664616)",,20194749
COLORADO,2019,47,,-,1,,14,,19,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194750
IDAHO,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194751
MONTANA,2019,47,,-,1,,5,,8,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20194752
NEVADA,2019,47,,-,2,,10,,13,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194753
NEW MEXICO,2019,47,,-,2,,15,,11,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20194754
UTAH,2019,47,,-,2,,14,,18,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20194755
WYOMING,2019,47,,-,0,,,-,6,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194756
PACIFIC,2019,47,,-,1,,10,,16,,,-,1,,1,,,-,,PACIFIC,20194757
ALASKA,2019,47,,-,1,,3,,12,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20194758
CALIFORNIA,2019,47,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20194759
HAWAII,2019,47,,-,1,,7,,4,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194760
OREGON,2019,47,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20194761
WASHINGTON,2019,47,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20194762
US TERRITORIES,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194763
AMERICAN SAMOA,2019,47,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20194764
NORTHERN MARIANA ISLANDS,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194765
GUAM,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194766
PUERTO RICO,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194767
U.S. VIRGIN ISLANDS,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194768
NON-US RESIDENTS,2019,47,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194769
TOTAL,2019,47,12,,35,,790,,881,,,-,2,,21,,29,,,TOTAL,20194770
US RESIDENTS,2019,48,3,,35,,803,,910,,1,,2,,23,,31,,,US RESIDENTS,20194801
NEW ENGLAND,2019,48,,-,3,,39,,41,,,-,1,,,-,1,,,NEW ENGLAND,20194802
CONNECTICUT,2019,48,,-,1,,8,,8,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194803
MAINE,2019,48,,-,2,,4,,4,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194804
MASSACHUSETTS,2019,48,,-,3,,17,,22,,,-,1,,,-,1,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194805
NEW HAMPSHIRE,2019,48,,-,1,,2,,4,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194806
RHODE ISLAND,2019,48,,-,2,,7,,2,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20194807
VERMONT,2019,48,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194808
MIDDLE ATLANTIC,2019,48,,-,7,,77,,125,,,-,1,,2,,2,,MIDDLE ATLANTIC,,20194809
NEW JERSEY,2019,48,,-,4,,17,,22,,,-,0,,,-,2,,"NEW JERSEY
(40.110253, -74.655514)",,20194810
NEW YORK,2019,48,,-,3,,26,,35,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20194811
NEW YORK CITY,2019,48,,-,4,,28,,38,,,-,0,,,-,,-,,NEW YORK CITY,20194812
PENNSYLVANIA,2019,48,,-,3,,6,,30,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20194813
EAST NORTH CENTRAL,2019,48,,-,8,,125,,144,,1,,1,,8,,6,,,EAST NORTH CENTRAL,20194814
ILLINOIS,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20194815
INDIANA,2019,48,,-,4,,26,,23,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20194816
MICHIGAN,2019,48,,-,3,,38,,32,,,-,1,,1,,1,,"MICHIGAN
(44.874798, -85.730977)",,20194817
OHIO,2019,48,,-,3,,41,,55,,1,,1,,7,,5,,"OHIO
(40.415534, -82.70936)",,20194818
WISCONSIN,2019,48,,-,4,,20,,34,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20194819
WEST NORTH CENTRAL,2019,48,,-,5,,59,,79,,,-,1,,2,,7,,,WEST NORTH CENTRAL,20194820
IOWA,2019,48,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20194821
KANSAS,2019,48,,-,2,,11,,11,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20194822
MINNESOTA,2019,48,,-,3,,7,,24,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194823
MISSOURI,2019,48,,-,2,,17,,26,,,-,1,,,-,5,,"MISSOURI
(38.3675, -92.477244)",,20194824
NEBRASKA,2019,48,,-,2,,11,,9,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20194825
NORTH DAKOTA,2019,48,,-,2,,8,,4,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194826
SOUTH DAKOTA,2019,48,,-,1,,5,,5,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194827
SOUTH ATLANTIC,2019,48,1,,9,,194,,169,,,-,1,,3,,6,,,SOUTH ATLANTIC,20194828
DELAWARE,2019,48,,-,3,,4,,4,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194829
DISTRICT OF COLUMBIA,2019,48,,-,1,,2,,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194830
FLORIDA,2019,48,,-,6,,77,,47,,,-,1,,3,,4,,"FLORIDA
(28.260731, -82.420978)",,20194831
GEORGIA,2019,48,,-,5,,49,,59,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194832
MARYLAND,2019,48,1,,3,,20,,16,,,-,0,,,-,1,,"MARYLAND
(38.946466, -76.687282)",,20194833
NORTH CAROLINA,2019,48,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20194834
SOUTH CAROLINA,2019,48,,-,2,,13,,14,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194835
VIRGINIA,2019,48,,-,2,,19,,19,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20194836
WEST VIRGINIA,2019,48,,-,2,,10,,9,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194837
EAST SOUTH CENTRAL,2019,48,,-,8,,67,,76,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20194838
ALABAMA,2019,48,,-,3,,19,,25,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194839
KENTUCKY,2019,48,,-,2,,9,,10,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20194840
MISSISSIPPI,2019,48,,-,3,,21,,12,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194841
TENNESSEE,2019,48,,-,3,,18,,29,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194842
WEST SOUTH CENTRAL,2019,48,,-,11,,142,,147,,,-,2,,6,,7,,,WEST SOUTH CENTRAL,20194843
ARKANSAS,2019,48,,-,4,,29,,17,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194844
LOUISIANA,2019,48,,-,2,,16,,29,,,-,1,,,-,3,,"LOUISIANA
(30.921314, -91.840238)",,20194845
OKLAHOMA,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194846
TEXAS,2019,48,,-,9,,97,,101,,,-,2,,6,,4,,"TEXAS
(31.447238, -99.317341)",,20194847
MOUNTAIN,2019,48,2,,5,,90,,113,,,-,1,,1,,1,,,MOUNTAIN,20194848
ARIZONA,2019,48,1,,3,,31,,34,,,-,0,,,-,1,,"ARIZONA
(34.293239, -111.664616)",,20194849
COLORADO,2019,48,1,,1,,15,,19,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194850
IDAHO,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194851
MONTANA,2019,48,,-,1,,5,,9,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20194852
NEVADA,2019,48,,-,2,,10,,13,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194853
NEW MEXICO,2019,48,,-,2,,15,,12,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20194854
UTAH,2019,48,,-,2,,14,,20,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20194855
WYOMING,2019,48,,-,0,,,-,6,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194856
PACIFIC,2019,48,,-,1,,10,,16,,,-,1,,1,,,-,,PACIFIC,20194857
ALASKA,2019,48,,-,1,,3,,12,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20194858
CALIFORNIA,2019,48,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20194859
HAWAII,2019,48,,-,1,,7,,4,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194860
OREGON,2019,48,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20194861
WASHINGTON,2019,48,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20194862
US TERRITORIES,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194863
AMERICAN SAMOA,2019,48,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20194864
NORTHERN MARIANA ISLANDS,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194865
GUAM,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194866
PUERTO RICO,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194867
U.S. VIRGIN ISLANDS,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194868
NON-US RESIDENTS,2019,48,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194869
TOTAL,2019,48,3,,35,,803,,910,,1,,2,,23,,31,,,TOTAL,20194870
US RESIDENTS,2019,49,11,,35,,829,,930,,1,,2,,24,,32,,,US RESIDENTS,20194901
NEW ENGLAND,2019,49,,-,3,,40,,42,,,-,1,,,-,2,,,NEW ENGLAND,20194902
CONNECTICUT,2019,49,,-,1,,8,,9,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194903
MAINE,2019,49,,-,2,,5,,4,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194904
MASSACHUSETTS,2019,49,,-,3,,17,,22,,,-,1,,,-,2,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194905
NEW HAMPSHIRE,2019,49,,-,1,,2,,4,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194906
RHODE ISLAND,2019,49,,-,2,,7,,2,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20194907
VERMONT,2019,49,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194908
MIDDLE ATLANTIC,2019,49,2,,6,,82,,128,,,-,1,,2,,2,,MIDDLE ATLANTIC,,20194909
NEW JERSEY,2019,49,,-,4,,17,,23,,,-,0,,,-,2,,"NEW JERSEY
(40.110253, -74.655514)",,20194910
NEW YORK,2019,49,2,,3,,28,,36,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20194911
NEW YORK CITY,2019,49,,-,4,,30,,39,,,-,0,,,-,,-,,NEW YORK CITY,20194912
PENNSYLVANIA,2019,49,,-,2,,7,,30,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20194913
EAST NORTH CENTRAL,2019,49,3,,8,,129,,148,,1,,1,,9,,6,,,EAST NORTH CENTRAL,20194914
ILLINOIS,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20194915
INDIANA,2019,49,1,,3,,27,,24,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20194916
MICHIGAN,2019,49,,-,3,,39,,32,,,-,1,,1,,1,,"MICHIGAN
(44.874798, -85.730977)",,20194917
OHIO,2019,49,1,,3,,42,,57,,1,,1,,8,,5,,"OHIO
(40.415534, -82.70936)",,20194918
WISCONSIN,2019,49,1,,4,,21,,35,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20194919
WEST NORTH CENTRAL,2019,49,1,,5,,63,,81,,,-,1,,2,,7,,,WEST NORTH CENTRAL,20194920
IOWA,2019,49,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20194921
KANSAS,2019,49,,-,2,,11,,11,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20194922
MINNESOTA,2019,49,,-,3,,7,,25,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194923
MISSOURI,2019,49,,-,2,,17,,27,,,-,1,,,-,5,,"MISSOURI
(38.3675, -92.477244)",,20194924
NEBRASKA,2019,49,1,,2,,14,,9,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20194925
NORTH DAKOTA,2019,49,,-,2,,9,,4,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194926
SOUTH DAKOTA,2019,49,,-,1,,5,,5,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194927
SOUTH ATLANTIC,2019,49,3,,9,,200,,170,,,-,1,,3,,6,,,SOUTH ATLANTIC,20194928
DELAWARE,2019,49,,-,3,,4,,4,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194929
DISTRICT OF COLUMBIA,2019,49,,-,1,,2,,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194930
FLORIDA,2019,49,3,,6,,80,,47,,,-,1,,3,,4,,"FLORIDA
(28.260731, -82.420978)",,20194931
GEORGIA,2019,49,,-,4,,50,,59,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194932
MARYLAND,2019,49,,-,3,,20,,16,,,-,0,,,-,1,,"MARYLAND
(38.946466, -76.687282)",,20194933
NORTH CAROLINA,2019,49,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20194934
SOUTH CAROLINA,2019,49,,-,2,,13,,14,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194935
VIRGINIA,2019,49,,-,3,,20,,20,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20194936
WEST VIRGINIA,2019,49,,-,2,,11,,9,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194937
EAST SOUTH CENTRAL,2019,49,,-,8,,70,,78,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20194938
ALABAMA,2019,49,,-,3,,20,,25,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194939
KENTUCKY,2019,49,,-,2,,9,,10,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20194940
MISSISSIPPI,2019,49,,-,3,,23,,14,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194941
TENNESSEE,2019,49,,-,3,,18,,29,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194942
WEST SOUTH CENTRAL,2019,49,2,,11,,145,,152,,,-,2,,6,,7,,,WEST SOUTH CENTRAL,20194943
ARKANSAS,2019,49,,-,4,,29,,17,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194944
LOUISIANA,2019,49,,-,2,,16,,31,,,-,0,,,-,3,,"LOUISIANA
(30.921314, -91.840238)",,20194945
OKLAHOMA,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194946
TEXAS,2019,49,2,,9,,100,,104,,,-,2,,6,,4,,"TEXAS
(31.447238, -99.317341)",,20194947
MOUNTAIN,2019,49,,-,5,,90,,115,,,-,1,,1,,1,,,MOUNTAIN,20194948
ARIZONA,2019,49,,-,3,,31,,35,,,-,0,,,-,1,,"ARIZONA
(34.293239, -111.664616)",,20194949
COLORADO,2019,49,,-,1,,15,,19,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194950
IDAHO,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194951
MONTANA,2019,49,,-,1,,5,,10,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20194952
NEVADA,2019,49,,-,2,,10,,13,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194953
NEW MEXICO,2019,49,,-,2,,15,,12,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20194954
UTAH,2019,49,,-,2,,14,,20,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20194955
WYOMING,2019,49,,-,0,,,-,6,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194956
PACIFIC,2019,49,,-,1,,10,,16,,,-,1,,1,,,-,,PACIFIC,20194957
ALASKA,2019,49,,-,1,,3,,12,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20194958
CALIFORNIA,2019,49,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20194959
HAWAII,2019,49,,-,1,,7,,4,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194960
OREGON,2019,49,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20194961
WASHINGTON,2019,49,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20194962
US TERRITORIES,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194963
AMERICAN SAMOA,2019,49,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20194964
NORTHERN MARIANA ISLANDS,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194965
GUAM,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194966
PUERTO RICO,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194967
U.S. VIRGIN ISLANDS,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194968
NON-US RESIDENTS,2019,49,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194969
TOTAL,2019,49,11,,35,,829,,930,,1,,2,,24,,32,,,TOTAL,20194970
US RESIDENTS,2019,50,10,,35,,858,,965,,1,,2,,26,,32,,,US RESIDENTS,20195001
NEW ENGLAND,2019,50,,-,3,,40,,45,,,-,0,,,-,2,,,NEW ENGLAND,20195002
CONNECTICUT,2019,50,,-,1,,8,,9,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20195003
MAINE,2019,50,,-,2,,5,,4,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20195004
MASSACHUSETTS,2019,50,,-,3,,17,,25,,,-,0,,,-,2,,"MASSACHUSETTS
(42.151077, -71.481104)",,20195005
NEW HAMPSHIRE,2019,50,,-,1,,2,,4,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20195006
RHODE ISLAND,2019,50,,-,2,,7,,2,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20195007
VERMONT,2019,50,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20195008
MIDDLE ATLANTIC,2019,50,3,,6,,89,,134,,,-,1,,2,,2,,MIDDLE ATLANTIC,,20195009
NEW JERSEY,2019,50,1,,4,,22,,27,,,-,0,,,-,2,,"NEW JERSEY
(40.110253, -74.655514)",,20195010
NEW YORK,2019,50,2,,3,,30,,36,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20195011
NEW YORK CITY,2019,50,,-,4,,30,,40,,,-,0,,,-,,-,,NEW YORK CITY,20195012
PENNSYLVANIA,2019,50,,-,2,,7,,31,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20195013
EAST NORTH CENTRAL,2019,50,,-,8,,131,,150,,1,,1,,10,,6,,,EAST NORTH CENTRAL,20195014
ILLINOIS,2019,50,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20195015
INDIANA,2019,50,,-,3,,29,,24,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20195016
MICHIGAN,2019,50,,-,3,,39,,32,,,-,1,,1,,1,,"MICHIGAN
(44.874798, -85.730977)",,20195017
OHIO,2019,50,,-,3,,42,,59,,1,,1,,9,,5,,"OHIO
(40.415534, -82.70936)",,20195018
WISCONSIN,2019,50,,-,4,,21,,35,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20195019
WEST NORTH CENTRAL,2019,50,,-,5,,63,,81,,,-,1,,2,,7,,,WEST NORTH CENTRAL,20195020
IOWA,2019,50,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20195021
KANSAS,2019,50,,-,2,,11,,11,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20195022
MINNESOTA,2019,50,,-,3,,7,,25,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20195023
MISSOURI,2019,50,,-,2,,17,,27,,,-,1,,,-,5,,"MISSOURI
(38.3675, -92.477244)",,20195024
